CO,C6H6,NMHC,Nox,NO2,O3,T,RH,AH
1.1,5.8,800,157,115,671,12.6,30.6,0.4443
1.4,6.4,829,209,140,716,13.6,22.7,0.3529
2.3,11.9,1046,304,185,1059,11.8,23,0.3171
4.2,17.4,1221,484,212,1329,10.7,19.9,0.2547
3.5,14.7,1141,399,200,1196,10.4,18,0.2269
3,10,978,390,191,1131,9.7,20.6,0.2488
1.6,6.6,839,202,139,963,8.8,31.2,0.3533
1,3.1,658,126,102,581,8.7,31.2,0.3521
0.8,2.2,597,87,76,432,8.5,30.4,0.3391
0.3,0.5,437,28,28,296,6.9,39.8,0.3966
0.4,1.3,529,64,56,385,6.1,40.8,0.3868
0.5,2.5,619,123,94,586,6,41.5,0.3896
1.5,6.7,844,363,196,987,6.1,39.9,0.3781
2.1,8,899,416,220,1035,6.5,39.5,0.3865
1,3.3,669,198,133,511,11.3,24.9,0.3318
1.2,4.4,734,216,134,566,12.8,19.8,0.2933
1.3,5.5,790,211,138,642,12.3,19.3,0.274
1.4,4.8,751,199,135,591,12,19.3,0.2716
1,3.5,680,161,111,461,11.9,19.2,0.2677
1.4,4.9,761,218,124,609,12.1,20.7,0.2906
2.4,12.3,1059,337,181,1163,10.4,23.1,0.2905
2.8,14.1,1121,357,185,1405,9.5,25.2,0.2996
3.1,11.6,1034,445,196,1429,8.2,30.1,0.327
2,8.2,908,314,174,1284,7.4,31.8,0.3287
2.1,9.2,946,366,182,1409,6.6,37.5,0.3664
2.5,10.7,1004,387,193,1421,5.2,44.2,0.3943
2,8,898,320,174,1356,4.4,47.5,0.4017
1.1,4.5,740,237,142,1202,3.3,52.2,0.4074
0.8,3.8,701,224,137,1206,3.2,52.4,0.4071
1.6,8.8,931,454,201,1485,3.5,54.2,0.4297
3.6,16.1,1183,854,288,1643,5.2,48.3,0.4304
3.3,13.4,1096,758,260,1459,7.8,37.6,0.3994
2.1,9,940,428,206,1152,8.9,33.8,0.385
1.3,5,761,205,98,885,9.1,33,0.3827
1.1,4.3,725,205,138,770,9.1,34.5,0.3994
1.5,6,810,199,137,830,8.5,36.3,0.4026
1.6,5.7,798,253,155,867,9.3,34.6,0.405
1.5,5.6,795,259,155,881,8.9,37.9,0.4318
5.2,16.8,1204,626,251,1592,5.9,44.3,0.4137
2.8,10.7,1004,408,216,1341,5,46.6,0.4099
2.4,8.3,913,357,200,1208,5.8,40.3,0.374
2.7,11,1014,375,192,1334,5.4,43.8,0.3945
2.6,7.4,874,326,187,1208,5.7,42.1,0.3883
2.3,7.9,897,326,173,1196,5.7,42.1,0.3885
0.6,1.7,559,72,64,656,5.7,46.6,0.4298
0.5,1,496,49,46,478,6.9,45,0.4499
0.5,1.1,507,59,51,489,6.9,42.2,0.4224
1,4,711,220,115,893,6.4,43.8,0.423
2.6,9.7,966,602,238,1322,6.6,44.6,0.4383
2.7,10.6,1000,485,202,1280,7.7,42.1,0.444
1.2,3.9,705,217,139,772,9,41.4,0.4775
1.4,5,763,196,130,808,8.3,47.8,0.5238
1.8,6.8,850,233,143,901,8.9,45.5,0.5208
1.3,4.8,755,207,143,763,8.9,46.1,0.5256
1.4,5,761,198,136,722,9,44.9,0.5173
1.4,5.2,771,212,143,735,9.3,42.3,0.4974
2.4,10,977,280,177,1047,8.4,45.2,0.4977
2.8,11.1,1017,315,198,1163,7.6,47.8,0.5013
3.3,12.9,1081,378,200,1244,7.4,47.2,0.4871
2.5,7.8,891,320,191,1025,7.4,46.9,0.4854
2.1,6.3,824,265,169,982,6.9,48.2,0.4832
1.2,2.8,637,129,106,607,7.1,47.9,0.4867
1.3,3.1,660,172,130,654,6.8,48.2,0.4792
1,2.1,594,100,82,479,6.3,49.6,0.4787
0.4,0.8,476,36,35,350,6.9,48.1,0.4796
0.7,1.8,568,128,90,578,6.4,50.7,0.4886
2.1,7.9,896,456,205,1140,6.9,48.8,0.4903
2.5,9.8,970,477,199,1203,8.4,44.6,0.4922
1.4,5.3,780,254,163,806,11.2,36.2,0.4818
1.3,4.8,752,231,152,724,11.8,34.4,0.4758
1.4,5.6,791,213,146,690,11.5,33.1,0.4479
1.6,6.6,837,208,146,757,10.9,32.6,0.426
1.7,6.7,845,270,134,818,11.3,31.7,0.4249
1.8,8.4,918,276,164,936,11.6,30.9,0.4223
2.4,10.3,989,375,141,1133,11.1,32.2,0.4243
2.8,12.6,1071,395,204,1298,9.7,36,0.4333
3.3,16,1179,421,210,1387,8.5,39,0.4336
4.8,17.6,1228,632,250,1502,8.3,40.3,0.4411
2.8,10.1,981,424,202,1273,8,41.3,0.4448
2.4,9.8,969,369,190,1271,7,44.2,0.4446
2.9,11.5,1031,484,236,1464,5.4,51.8,0.4698
2.7,8.2,909,456,250,1384,4.1,55,0.4558
2.1,6.8,850,373,219,1281,3.1,57.8,0.4462
1.5,4.3,726,228,156,1083,3.1,56.7,0.4388
0.9,2.6,627,117,98,911,2.3,58.9,0.4317
0.8,2.4,611,108,89,893,1.9,60,0.4276
0.8,2.3,606,126,104,894,1.9,60.3,0.4293
1.1,4.5,736,235,148,1018,0.9,64.6,0.4294
1.9,8.5,919,339,194,1191,0.6,65,0.4231
2.1,6.9,853,407,217,1370,4.2,54,0.4483
2.3,6.4,831,393,210,1317,7.4,43.8,0.4538
1.2,3.7,693,157,118,683,13.8,32.4,0.5084
1.1,3.4,679,144,117,595,12.8,31.9,0.4684
1.4,5.3,777,191,140,774,13.5,29.1,0.4486
1.7,7.3,870,255,168,1059,11.6,33.3,0.454
3.1,11.8,1044,509,231,1559,9.7,39.7,0.4792
2.8,10.4,991,459,214,1575,9.1,41.9,0.4857
1.9,7.7,888,293,181,1447,9.3,41.9,0.4927
1.7,6.1,816,244,169,1230,8.5,45.8,0.5108
1.5,4.9,758,177,130,1009,8.2,46.9,0.5099
0.8,1.9,580,81,72,572,8.4,48.6,0.5375
0.5,1,501,42,40,420,8,54.7,0.5883
0.5,1.1,506,61,56,453,7.8,55.7,0.5914
0.7,1.5,541,101,81,520,8,53.8,0.5796
0.7,1.6,552,98,81,531,8.8,50.7,0.5752
0.9,2.3,604,114,88,579,10.1,47.6,0.587
1,2.5,620,118,94,570,10.6,45.8,0.5838
1.1,2.5,623,120,97,571,9.1,56.2,0.6515
1,2.4,613,131,104,551,8,65,0.6991
1.1,3.3,671,145,107,634,8.4,61,0.6721
1.3,3.2,665,156,114,633,8.6,57.3,0.6429
1.2,2.8,640,151,115,613,8.4,56.3,0.6227
1.3,3.4,675,173,127,702,8,57.7,0.6222
1.1,2.9,647,154,119,649,7.1,62.6,0.6341
1.5,4.6,745,221,149,841,7.4,59.3,0.6123
1.4,3.8,699,193,140,795,7.7,56.9,0.5994
1.3,3.7,694,156,116,663,7.7,53,0.5572
1.1,2.1,588,93,80,480,6.6,61.9,0.6056
0.8,1.2,518,66,59,404,5.7,70.3,0.6498
0.5,1,502,50,49,399,3.9,81.5,0.6653
0.6,2.1,589,77,63,464,3.3,84.3,0.6617
1.2,5.5,786,183,123,699,4.2,80.9,0.6742
2.2,10.9,1010,256,164,1006,5.1,75,0.6646
2.9,13.3,1095,355,218,1206,4.6,77.6,0.6651
2,7,859,387,210,1069,6.2,77.4,0.7383
1.7,6.6,837,384,208,1062,7.7,67.6,0.7133
2.2,9.3,950,368,204,1162,8.1,64.8,0.7039
1.8,7.9,896,258,172,1010,8.1,64,0.6942
1.6,6.9,851,231,157,931,6.9,71.3,0.7118
1.9,8.6,925,290,181,1025,7,73.7,0.7425
2.2,8.8,931,293,193,979,5.8,77.8,0.7223
4.9,20.2,1301,526,252,1409,5.4,80.9,0.7293
6.3,19.7,1289,607,283,1438,5.5,79.8,0.7261
2.7,7.1,863,326,208,1083,5.6,74,0.6808
1.2,2.9,643,163,124,825,6.4,70.7,0.6848
0.8,2.1,591,102,89,704,6.3,70.1,0.6733
0.4,0.5,440,46,46,377,3.4,85.4,0.6736
0.5,1,503,62,60,467,3.3,84.5,0.6608
1.5,6.7,842,313,178,981,3.4,84.5,0.6677
3.8,16.7,1200,687,295,1369,4.1,82.7,0.682
5.4,24,1403,757,243,1589,4.6,80.3,0.6889
1.7,6.9,855,286,201,1005,9.1,58.4,0.6787
2,9.1,942,324,208,1105,11.4,48.9,0.658
2.1,10,979,316,212,1142,8.3,64.4,0.7072
3,12.9,1082,407,238,1105,6.5,71,0.6903
2.2,7.9,896,339,222,848,6.4,70.6,0.6834
2.4,10.2,985,304,206,952,5.8,72.5,0.6718
3.6,13.2,1089,397,251,1059,5.6,71.6,0.6556
2.6,8.1,903,270,190,720,4.2,77.8,0.6491
2.7,8.5,919,339,218,981,4.3,79.5,0.6648
1.4,3.6,686,190,150,648,4.5,75.5,0.6429
0.9,2.6,628,126,111,611,4.4,77.1,0.6523
1.5,4.3,725,189,142,773,4.2,78.2,0.6506
1.1,3.2,665,146,119,703,4,79.3,0.6517
0.8,1.8,572,98,87,560,3.9,78.7,0.643
0.6,1.2,516,75,70,575,3.2,82.8,0.6426
0.6,1,497,72,66,442,4.2,75.9,0.6311
1.7,7.7,886,337,197,936,4.4,79.1,0.6687
1.9,6.2,820,360,198,870,4.3,79.8,0.6706
1.4,3.8,697,243,167,688,3.1,83,0.6419
1.3,3.6,687,277,180,706,2.8,83.9,0.6326
1.2,3.7,694,266,169,756,3.9,79.5,0.6482
1.9,8.3,910,317,210,974,5.1,74.5,0.6621
2.3,9.9,975,349,223,1064,5.6,74.6,0.6826
2.3,9.2,946,377,224,1076,5.4,75.9,0.6875
2.5,10.3,990,403,238,1090,4.9,78.2,0.6826
2.8,11.4,1027,422,249,1119,4.8,79,0.6845
2.7,11.7,1038,388,223,1181,4.8,78.6,0.6826
3.1,12.6,1071,431,244,1240,4.6,78.2,0.6686
2.9,11.4,1028,425,243,1254,4.2,79.7,0.6647
1.6,4.7,750,248,172,916,3.2,83,0.645
1.1,2.6,625,142,120,798,5.1,74.5,0.6626
0.9,2.9,647,117,100,762,4,80.8,0.6666
0.6,1.2,518,87,81,606,3.3,84.5,0.6612
0.8,3,652,197,131,788,3.6,84.4,0.6724
1.5,5.5,787,290,170,947,3.8,83.8,0.6771
3.1,12.9,1082,621,267,1254,4.1,82.5,0.6819
3.8,14.5,1132,645,269,1352,3.9,83.9,0.6847
1.8,6.5,836,414,232,1025,4.6,82,0.6997
1.4,5.4,784,314,196,941,5.5,79.5,0.7238
1.7,7.4,873,317,195,1000,6.7,76.2,0.7519
2.2,10.7,1002,385,212,1214,8.5,66.3,0.7387
3,13.3,1094,507,267,1428,7.6,70.8,0.7399
3.9,17.5,1224,601,270,1658,6.7,74.2,0.7326
4,17.7,1230,583,260,1632,6.1,75.8,0.7184
3.9,17.5,1225,551,265,1628,6.3,74.9,0.7187
2.4,8.4,917,385,227,1205,5.6,81.2,0.7443
2.1,7.9,895,318,192,1106,5.5,81.5,0.7393
2.5,8.1,905,356,202,1106,5.3,84.1,0.753
2.1,7.1,860,326,189,1092,5.2,83.9,0.7487
1.5,5.2,773,233,157,984,5.1,83.5,0.7416
1,3.4,677,116,97,848,5,82.5,0.7265
0.8,2.1,595,120,100,771,5,82.8,0.7273
4.2,17.8,1234,529,190,1606,8.3,67.4,0.7384
3.3,11.8,1044,615,166,1354,10.8,52.1,0.6746
1.7,6.6,839,298,153,914,13,40.3,0.6028
2.2,7.6,882,305,137,847,11.5,42.1,0.5706
2.3,8.4,916,293,152,903,12.3,38.4,0.5488
2.8,12.1,1054,353,177,1157,10.2,43.1,0.5366
2.3,8.1,905,356,179,1130,7.3,52.8,0.5404
2.8,8.8,933,443,161,1268,4.7,69,0.5936
2.1,6.8,849,373,145,1125,4,69.8,0.5756
1.9,6.4,831,320,136,1054,3.4,71.3,0.5626
1.7,5.2,771,233,122,1029,2.3,75.1,0.5514
1.3,3.6,688,161,115,882,3.8,66.2,0.5359
0.9,2.7,633,137,103,717,4.6,60.5,0.5173
1,1.9,578,144,108,599,5.7,54.3,0.5022
1,3.9,705,182,124,687,6.2,51.3,0.488
1.5,4.1,714,227,133,706,6.7,49.5,0.4892
1.5,3.7,696,203,124,682,8.8,45,0.5114
1.4,3.6,688,179,116,629,9.6,43.5,0.5202
2.4,4.1,717,171,113,664,9.8,43.3,0.5238
2.8,4.5,739,181,117,664,9.9,43.5,0.53
2.9,4.5,735,175,118,630,9.8,44.1,0.5332
2.7,3.9,704,162,117,609,7.4,56,0.5797
2.8,4.2,723,185,126,684,6.4,61.7,0.5956
3,5.2,772,234,142,788,6.8,58,0.5758
3.7,10.2,986,275,157,1030,7.3,56.7,0.5806
3.5,8.1,903,272,161,1026,7.2,56.7,0.579
3.8,8.5,920,331,169,1182,6.7,59.1,0.5848
4.3,10.7,1005,347,166,1284,5.9,62.1,0.5808
4.8,11.5,1032,488,189,1371,6.3,60.4,0.5811
4.2,9.5,960,404,184,1234,5.5,60.2,0.5458
3.3,5.3,780,255,145,1060,4.6,64.4,0.5525
1,2.7,631,108,87,751,3.7,65.9,0.5295
0.9,3.1,655,107,77,742,1.6,74.3,0.5168
1.1,3.2,665,188,112,879,1.4,76.3,0.5261
1.1,3.6,689,225,118,871,2.5,69.5,0.5172
1.7,6.4,830,270,144,1059,7.8,49.9,0.5307
1.6,5.2,776,202,128,808,11.2,37.1,0.4936
1.1,2.5,622,149,115,471,10,35.5,0.4346
0.9,2.2,601,101,82,391,8.8,40,0.4538
1.1,2.3,608,134,100,398,8.3,40.3,0.4431
1.1,2.4,611,150,111,419,7.9,38.9,0.4141
1.2,2.9,648,188,132,509,6.8,41,0.4072
1.6,4.9,757,254,155,723,6,42,0.3962
2.6,6.8,847,324,181,888,5.5,43.5,0.3963
1.5,3.1,660,238,155,596,4.6,46.8,0.4001
1,2.1,594,128,105,451,4.5,48,0.4085
1.3,3.9,703,169,119,581,4.3,48.6,0.4069
1,1.8,566,111,94,423,4,52.9,0.4338
0.6,1,503,60,56,332,4,51,0.42
0.3,0.4,425,29,28,261,3.8,48,0.3879
0.3,0.3,409,25,25,252,3.6,50.3,0.4022
0.3,0.2,402,34,31,257,2.8,52.6,0.3972
0.4,0.7,462,89,66,308,2.5,52.7,0.3908
1,2.6,629,212,111,456,2.7,50.5,0.3804
1,2.3,608,191,115,475,3.3,45.2,0.354
0.9,2,587,200,123,434,3.1,43.3,0.3354
0.8,2,584,164,119,385,3.7,38.8,0.3123
1.1,3.1,661,185,125,435,4,36.8,0.3016
1,2.9,646,156,110,421,3.7,35,0.2823
0.8,2.1,594,155,111,371,3.4,32.4,0.2563
0.9,2.5,617,158,114,382,3.3,33.1,0.2592
2,6.7,842,268,140,676,2.1,36.6,0.2634
2.4,8.1,903,309,141,798,1.6,37.9,0.2645
2.5,7.4,872,297,142,793,1.4,38,0.2615
1.6,3.6,687,225,123,573,1,36.6,0.2456
0.9,1.9,580,122,90,402,1.1,35.4,0.2382
0.7,1.4,538,100,79,343,1,34.3,0.2292
0.6,1.2,515,86,69,322,1,37.4,0.2487
0.6,0.9,487,71,60,307,0.7,41.2,0.2693
0.2,0.2,390,29,27,221,-0.1,37.5,0.2326
0.2,0.3,408,32,30,225,-0.3,38.4,0.2347
0.2,0.3,407,37,33,232,-0.6,40.1,0.2404
1.4,3.6,688,284,122,630,2.8,30.3,0.2294
0.9,2.3,609,213,109,472,3.1,29.1,0.224
0.7,1.9,580,174,95,378,3.3,29.2,0.2288
1,3.1,660,178,102,426,3.2,30.8,0.2399
0.9,2.7,632,187,107,442,3.3,31.5,0.2464
1,3,655,198,113,467,4.1,28.6,0.2363
0.9,3,653,186,110,448,3.9,29.2,0.2378
1.4,5,766,203,116,582,1.9,35,0.2494
2.1,7.5,880,313,148,892,1.8,35.4,0.2497
2.8,9.5,958,342,156,1006,1.4,36.5,0.2503
2.2,5.3,777,310,159,852,0.8,36.3,0.2388
1,2.4,613,165,116,543,0.6,34.1,0.221
0.9,2.2,597,141,102,465,0.2,30.2,0.191
0.8,1.5,544,122,93,405,0,29.7,0.1847
0.6,1.3,525,79,67,332,-0.1,31.9,0.1975
0.4,0.9,489,77,73,630,-1.3,46.3,0.2635
0.5,1.4,537,124,96,768,-1.2,47.2,0.27
0.7,3.5,680,159,110,866,-1.3,47.5,0.2702
2.4,11,1013,396,150,1254,-1.9,51.4,0.2801
2,8.3,910,438,181,1216,4.6,32.5,0.2783
2.2,8.9,935,466,187,1151,7.5,24.3,0.2528
1.4,5.7,796,288,146,699,9.6,18.8,0.2246
1.2,5.5,790,205,131,584,9.3,18.4,0.2157
1.3,6.3,826,246,143,626,10.1,16.7,0.2062
2,9.1,945,356,176,878,11.8,13.5,0.1862
2,8.4,917,397,178,952,11.6,15.3,0.2086
3.4,17.5,1226,579,207,1460,9.1,19.2,0.2225
5.1,23.3,1384,819,240,1855,7.2,25.6,0.2611
5.3,19,1269,754,236,1860,6.1,34,0.3237
1.6,6.2,821,300,170,1454,4.8,39.6,0.344
1.4,5,763,235,153,1348,5,39.6,0.3479
1.4,5.3,778,207,140,1326,4.1,41.7,0.3456
1.4,4.2,724,204,138,1285,4.4,43.3,0.3656
1.1,3.5,682,155,117,1205,3.8,45.9,0.3728
1,4.1,715,179,119,1448,3.4,56.3,0.4455
1,4,713,143,108,1433,2.9,67.9,0.5183
1.2,5.1,770,212,121,1447,2.8,74.1,0.5618
1.4,6.7,846,263,136,1481,2.9,75.6,0.5742
3,15.6,1167,648,175,1785,3.8,72.4,0.5867
4.2,17.1,1212,717,211,1756,5.9,50.2,0.4706
2.1,8.8,931,389,186,1368,7.3,39.4,0.4035
2,6.9,852,438,177,1197,3.6,75.9,0.6055
1.6,5.4,783,282,147,1084,3.6,78.6,0.6283
1.4,4.9,759,268,150,1039,5.3,69.2,0.6213
1.6,5.3,777,248,148,961,6.1,66,0.6255
1.5,5.4,783,272,151,964,6,70.1,0.6577
1.7,5.5,787,291,151,941,6.3,72.1,0.6907
1.9,7.5,879,363,165,1111,6.3,75.7,0.7252
3.8,16.7,1202,660,197,1459,5.6,80.4,0.7382
4.2,15.5,1164,639,196,1412,4.3,84,0.7051
3.8,10.9,1013,574,192,1336,4.3,83.6,0.7025
2.3,8.7,928,373,161,1285,4.6,82.5,0.7066
2.1,7.3,868,330,156,1240,4.4,82,0.6938
2.3,7.5,877,336,158,1282,4.3,80.9,0.6791
2.3,6.8,849,347,154,1189,4.1,81.2,0.6721
1.7,4.7,750,241,138,1117,3.9,80.9,0.6613
0.6,1.3,526,96,92,744,4.5,65.1,0.5547
0.9,2.2,602,147,103,928,4,75.2,0.6161
1.1,3.6,690,210,117,1006,3.7,76.4,0.6164
1.9,7.5,878,409,139,1173,3.1,77.3,0.5985
3.7,16.8,1204,719,167,1568,3.7,74.4,0.5992
6.1,28,1502,959,205,1913,5,69.4,0.6118
4.6,15.8,1174,744,216,1643,6.5,60.9,0.5919
3.3,15.5,1165,583,192,1605,7.6,59.8,0.6245
3.3,14.9,1145,597,188,1668,8.6,57.6,0.6471
3.4,16.4,1193,550,189,1710,10.9,52.4,0.6826
3.9,16.1,1182,470,194,1545,12.5,43.4,0.6298
4.8,16.6,1198,568,217,1557,11.9,42.3,0.5902
3.9,15.9,1177,525,178,1529,12.3,41.2,0.5867
3.6,13.3,1094,481,183,1430,10.8,48.1,0.6235
3.6,14.9,1144,414,189,1509,8.9,52.5,0.5996
4.6,18.5,1253,565,225,1615,8.4,54.7,0.6057
1.6,5,762,221,153,1065,6.9,60,0.5977
1.8,6.5,833,260,156,1180,6.6,61.3,0.5995
2.2,6,810,327,172,1158,6.3,59.8,0.5761
2.1,6.8,849,344,164,1216,5.4,65.8,0.5935
1.1,4.3,727,194,128,1001,3.1,68.6,0.5302
0.8,2,587,168,132,655,4.6,54.6,0.4682
1.3,6.1,818,254,156,933,5,54.5,0.4788
2.3,8.7,928,410,185,1088,7,48.1,0.4847
1.1,3.1,658,166,121,562,10,37.7,0.4643
1.1,5.2,772,162,117,586,13,30.3,0.452
1.6,6.7,843,199,136,705,13.3,28.9,0.4399
2.2,8.3,913,272,162,814,13.4,29,0.4436
1.5,5.9,806,180,132,615,13.5,28.3,0.4374
1.8,7.3,868,255,162,804,13,29.7,0.442
2,8.4,916,251,159,861,11.6,38.7,0.5271
1.9,7.7,888,258,156,980,8.6,56.3,0.6312
2.5,9.1,945,344,177,1077,8.5,57.9,0.6435
2.6,10.9,1010,380,185,1214,7.8,63.4,0.6735
3.2,10.2,985,464,199,1169,7.2,69.5,0.7084
2.2,7.8,891,304,166,1079,6.5,74.7,0.7248
1.9,7,856,258,152,1147,6.5,73.9,0.7224
2.4,9.2,949,358,170,1260,6.8,72.1,0.7143
1.8,4.6,742,278,160,929,7,60,0.6055
0.9,2.1,590,116,100,465,7.2,47.8,0.487
0.6,0.8,479,51,48,313,5.8,65,0.6029
0.6,1.1,505,80,72,367,5.5,58.3,0.529
0.6,1,500,103,86,387,5.9,54.8,0.5119
0.7,1.5,541,93,79,399,7.3,48.7,0.5007
0.7,1.4,535,108,87,376,9.4,39.9,0.4707
0.9,2,582,107,85,377,11.2,33.8,0.449
1,2.3,603,122,97,379,12.3,29.9,0.4255
1,2.6,624,122,96,387,14.8,23.7,0.3945
1.4,6.7,844,156,113,552,13.1,26.6,0.399
1.5,4,711,205,146,554,12,27.7,0.3885
1.7,5.3,778,257,167,723,11.5,30.1,0.4067
2.3,8.6,923,228,162,875,10.1,33.2,0.4115
1.4,3.5,680,201,156,740,6.8,46.9,0.465
1.4,3.2,666,180,141,653,5.6,45.5,0.4187
1.2,3.2,666,140,116,553,5.4,48.8,0.4393
0.4,0.5,443,35,34,262,5.2,57.2,0.5094
0.4,0.6,460,47,45,288,4.5,63.1,0.5381
0.5,0.8,474,68,59,310,5.2,54.5,0.486
0.7,1.7,562,131,99,418,5.6,51.3,0.4712
1.5,5.2,771,289,165,769,5.9,45.4,0.4244
1.9,6.6,837,322,168,881,6.9,41.3,0.4145
1.6,5.5,789,330,169,816,8.6,34.2,0.3834
1.4,4.4,731,339,162,684,9.6,27.7,0.3308
1.3,4.4,731,316,155,627,10.6,25.3,0.3224
1.3,4.3,726,218,136,523,10.2,25.6,0.3181
1.2,4.5,740,177,124,502,10,25.2,0.3079
1.3,4.5,737,278,158,604,9.7,25.7,0.3088
1.4,4.8,753,313,167,682,9.7,26.8,0.3226
1.7,6.3,827,351,176,846,9.4,27.3,0.3216
2.5,9.6,961,374,204,1027,7.9,28,0.2999
3.8,15,1147,431,209,1315,6.9,30.7,0.3066
4.2,15.4,1162,468,224,1363,6.1,33.3,0.3152
2.8,8.9,935,368,211,1236,5,37.4,0.329
1.5,5,763,239,174,1076,4.2,40.9,0.3417
1.5,5.3,781,255,154,1174,2.5,52.1,0.3855
0.7,1.9,574,153,114,886,1.4,56.8,0.3903
0.7,2.8,638,224,134,949,0.9,58.4,0.388
3.4,18.3,1247,667,182,1571,0.9,59.1,0.3913
5.5,26.3,1462,867,223,1885,4.1,47.9,0.3959
4.1,16.3,1188,666,219,1683,7.7,34.6,0.3652
1.9,7.4,875,421,191,1006,13.7,17.4,0.2715
1.8,8.1,902,292,162,855,14,16.8,0.2672
2.1,10.8,1006,308,165,964,14.1,17,0.2729
2.3,9.7,968,347,171,886,15,15.8,0.2678
2.3,9.9,975,377,164,947,16.5,14.9,0.2775
2,9.6,964,325,168,984,15.8,16.7,0.2972
3.1,16.5,1196,508,204,1450,13.2,23.9,0.3597
5.1,23.4,1387,768,242,1837,11,33.8,0.4436
5.9,24.2,1408,764,246,1899,9.5,39,0.4644
3.2,13.3,1094,500,215,1629,8.5,42.4,0.4716
2.4,8.4,916,463,206,1490,7.5,44,0.4564
1.3,4.6,741,191,133,1144,4.9,52.2,0.4567
1,3.2,663,154,117,1014,4.6,53.5,0.4584
0.8,2.5,616,113,90,875,3.8,56.8,0.4614
0.9,3.9,707,235,120,1048,2,64.9,0.4657
4.3,20.9,1322,877,190,1756,3.3,61.6,0.4829
6,27,1479,900,215,2014,5.7,52.5,0.4851
3.8,18.5,1255,733,215,1855,8.3,43.5,0.4774
3.3,14,1117,691,235,1795,10.5,38.9,0.4926
2.3,10.5,996,457,194,1575,14.5,33.4,0.5488
2.4,11.2,1023,369,159,1461,15.7,34.6,0.6147
2.2,10.3,988,285,123,1314,16.1,36.3,0.6593
1.9,8.6,924,279,121,1147,17.3,34.5,0.6728
3.8,17.8,1234,477,168,1676,14.6,41,0.6792
5.3,25.3,1436,679,207,2056,12.8,46.2,0.6794
5.9,24.4,1413,682,199,2088,11.5,53.9,0.7312
5.5,20,1297,679,192,1945,10.6,58.8,0.7512
2,7.3,870,298,148,1482,9.7,60,0.7238
1.8,6.6,837,265,137,1448,8.3,64.2,0.7071
1.1,4.1,715,131,98,1051,6.1,72.1,0.6847
1,3.3,673,165,94,969,4,80.9,0.667
0.8,3.3,668,169,95,951,4.2,79.1,0.6611
0.9,3.5,681,224,101,970,5.3,73.2,0.6577
1.3,6.4,831,249,100,1090,4.3,76.1,0.6395
4.1,20.1,1299,863,150,1673,4.8,74.6,0.647
3.9,21.2,1328,665,168,1833,7.5,64.5,0.6702
3.5,13.7,1105,670,199,1828,11.7,49.3,0.6772
2.7,11.7,1039,500,168,1724,14.7,41.2,0.6857
2.3,10.6,999,428,161,1547,17.4,33.2,0.6535
2.1,9.1,945,306,145,1000,19.1,18.1,0.3955
2.2,9.2,946,334,148,942,19.5,15.3,0.3431
1.8,5.9,807,268,131,745,20.2,14.4,0.337
1.9,8.6,925,284,137,941,19.8,16,0.3632
2.7,12.7,1074,393,163,1232,16.5,21.6,0.4012
4.2,14.6,1136,684,229,1741,11.5,35.9,0.4862
2.1,7.6,882,426,184,1433,9.5,34.6,0.411
1.4,5.2,774,227,133,1173,7.7,41.7,0.4387
1.4,4.8,751,221,135,1171,6.8,44.9,0.4472
1,3.2,662,155,111,1024,5.7,49.4,0.4551
0.8,2.4,609,120,90,928,5.7,50.1,0.4629
0.7,2.1,594,128,89,871,4.9,55.2,0.4807
0.6,2.7,631,148,89,884,4.5,56.3,0.48
0.2,4.5,738,233,117,1010,3.8,59.7,0.4839
1.5,13.8,1111,470,141,1416,4.3,58.6,0.4915
1,9.3,951,339,162,1305,17.2,30.6,0.5949
1.5,12.1,1052,354,172,1205,17.8,33.3,0.6741
2.2,14.2,1123,466,182,1339,18.8,31.8,0.6853
1.1,10.2,985,289,156,996,18.8,31.5,0.6752
1.3,10.4,992,324,168,906,18.2,28.1,0.5817
1.5,13.9,1112,376,181,1161,16,35.3,0.6356
3.8,22.8,1374,689,231,1705,12.9,48.8,0.725
2.8,13.4,1096,582,222,1379,12.8,49.3,0.7277
0.8,6.8,850,287,165,943,12.2,50.9,0.7202
1,5.7,797,312,174,1213,10.3,55.9,0.7014
0.4,4.9,759,234,147,1094,10,57.3,0.7015
0.1,3.3,671,132,88,570,10.6,66.1,0.8444
0.2,5.8,800,178,109,782,12.6,58.5,0.8517
0.6,6.2,822,218,130,744,15,48.6,0.8253
0.7,6.7,846,246,137,791,14.2,51.5,0.8313
0.6,5.6,792,252,145,749,15.1,48.6,0.8266
0.3,5.8,804,208,128,615,18,35.4,0.7233
0.2,3.8,699,160,105,515,17.7,35,0.7014
0.7,7.6,881,270,146,728,17.5,34.1,0.6775
0.8,7.5,878,289,152,844,14,47.8,0.7582
2.4,14.1,1119,550,201,1310,13.2,51.4,0.776
3.3,12.4,1064,679,221,1353,12,56.1,0.7832
0.9,5.8,803,314,157,907,11.6,54.7,0.7454
0.1,3.9,703,166,114,646,12,53.3,0.7472
0.1,2.8,641,157,107,482,12.5,55.4,0.7999
0.1,3.1,660,173,113,526,12.3,56,0.7958
0.1,3,651,166,112,601,12.9,49.9,0.7406
0.3,5,765,260,148,962,13.9,47.3,0.7479
1,7.7,887,362,160,1231,13.5,51.6,0.7931
1.6,10.1,981,415,164,1396,13.2,56.2,0.8499
